album_name,danceability_mean,energy_mean,loudness_mean,speechiness_mean,acousticness_mean,instrumentalness_mean,liveness_mean,valence_mean,tempo_mean,mode_mode,key_mode,time_signature_mode,name,images
Shadows in the Night,0.2955,0.03607,-22.8764,0.03517,0.883,0.000967882,0.11742,0.15692,112.6845,1,2,4,Shadows in the Night,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273102f09ad3fd0578545ee4cf0', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02102f09ad3fd0578545ee4cf0', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851102f09ad3fd0578545ee4cf0', 'width': 64}]"
Shot Of Love,0.5504,0.51029,-13.0582,0.04198,0.33524,0.000526676,0.14874,0.6317,124.7147,1,10,4,Shot Of Love,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273fad6a06dba0f637726d5022b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02fad6a06dba0f637726d5022b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851fad6a06dba0f637726d5022b', 'width': 64}]"
Slow Train Coming,0.7073333333333333,0.4951111111111111,-10.715222222222222,0.0821444444444444,0.4113333333333333,9.431111111111111e-05,0.0921,0.7101111111111111,128.399,1,2,4,Slow Train Coming,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e969b7bfe58c8fe5019310b1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e969b7bfe58c8fe5019310b1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e969b7bfe58c8fe5019310b1', 'width': 64}]"
"Springtime in New York: The Bootleg Series, Vol. 16 / 1980-1985",0.5796,0.59272,-8.89296,0.050024,0.337852,0.0194569516,0.208812,0.59548,127.43704,1,9,4,"Springtime in New York: The Bootleg Series, Vol. 16 / 1980-1985","[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f3fc007950f80f6f75954962', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f3fc007950f80f6f75954962', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f3fc007950f80f6f75954962', 'width': 64}]"
Street-Legal,0.4975555555555555,0.521,-11.176,0.0350222222222222,0.2924444444444444,3.463888888888889e-05,0.1322555555555555,0.6316666666666666,130.4081111111111,1,2,4,Street-Legal,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273fb91d62490c637ac95c747cf', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02fb91d62490c637ac95c747cf', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851fb91d62490c637ac95c747cf', 'width': 64}]"
Tell Tale Signs: The Bootleg Series Vol. 8 (Deluxe Edition),0.5397692307692308,0.5586410256410256,-9.115666666666668,0.050676923076923,0.3875603333333333,0.0123415223076923,0.2791692307692308,0.4703589743589744,127.65207692307692,1,0,4,Tell Tale Signs: The Bootleg Series Vol. 8 (Deluxe Edition),"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c42fafa92785c984e8c4a6e4', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c42fafa92785c984e8c4a6e4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c42fafa92785c984e8c4a6e4', 'width': 64}]"
Tempest,0.5946,0.5702,-10.1814,0.0538,0.6261,0.0015225,0.1567,0.5698000000000001,120.19570000000002,1,7,4,Tempest,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27310e67dc9176f50e7a41748c6', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0210e67dc9176f50e7a41748c6', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485110e67dc9176f50e7a41748c6', 'width': 64}]"
The Basement Tapes,0.4852916666666667,0.6215833333333334,-6.8120416666666666,0.0519458333333333,0.536875,0.04424407375,0.1929999999999999,0.6374166666666666,123.63833333333334,1,7,4,The Basement Tapes,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f14967058439072a2d3c5f50', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f14967058439072a2d3c5f50', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f14967058439072a2d3c5f50', 'width': 64}]"
"The Basement Tapes Complete: The Bootleg Series, Vol. 11 (Deluxe Edition)",0.50462,0.37508,-11.68454,0.032208,0.54835,0.0253148698,0.1934499999999999,0.6087,108.29176,1,2,4,"The Basement Tapes Complete: The Bootleg Series, Vol. 11 (Deluxe Edition)","[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273cb80cb2e85f092c249e3a8bb', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02cb80cb2e85f092c249e3a8bb', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851cb80cb2e85f092c249e3a8bb', 'width': 64}]"
The Bootleg Series Volumes 1-3 (Rare And Unreleased) 1961-1991,0.51984,0.386398,-11.37974,0.065536,0.6609235999999999,0.0244307735999999,0.191358,0.52676,125.97248,1,7,4,The Bootleg Series Volumes 1-3 (Rare And Unreleased) 1961-1991,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273361e855f50d440d1e0819e9b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02361e855f50d440d1e0819e9b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851361e855f50d440d1e0819e9b', 'width': 64}]"
"The Bootleg Series, Vol. 5 - Bob Dylan Live 1975: The Rolling Thunder Revue",0.4607727272727273,0.7076363636363636,-8.005045454545455,0.0818090909090909,0.3098772727272727,0.0079415527272727,0.880090909090909,0.5395454545454546,133.01268181818182,1,0,4,"The Bootleg Series, Vol. 5 - Bob Dylan Live 1975: The Rolling Thunder Revue","[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27347a648ccf826589d6204aa74', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0247a648ccf826589d6204aa74', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485147a648ccf826589d6204aa74', 'width': 64}]"
The Bootleg Volume 6: Bob Dylan Live 1964 - Concert At Philharmonic Hall,0.5064736842105263,0.5031578947368421,-10.052684210526316,0.2464631578947368,0.7401052631578947,4.563684210526316e-06,0.8306315789473684,0.4778947368421052,135.23026315789474,1,7,4,The Bootleg Volume 6: Bob Dylan Live 1964 - Concert At Philharmonic Hall,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f00ed740acc244e95956ac27', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f00ed740acc244e95956ac27', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f00ed740acc244e95956ac27', 'width': 64}]"
The Complete Budokan 1978 (Live),0.4955,0.49725,-10.611300000000002,0.0442739999999999,0.374964,0.0526203002,0.41387,0.5629339999999999,117.46358,1,0,4,The Complete Budokan 1978 (Live),"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273582b2e404a5748a817510e42', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02582b2e404a5748a817510e42', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851582b2e404a5748a817510e42', 'width': 64}]"
"The Cutting Edge 1965-1966: The Bootleg Series, Vol.12 (Deluxe Edition)",0.60044,0.413338,-12.07976,0.074976,0.58606,0.0008607262,0.187284,0.6216,124.00806,1,0,4,"The Cutting Edge 1965-1966: The Bootleg Series, Vol.12 (Deluxe Edition)","[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734d183b8ffd94d56d1cebcadf', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e024d183b8ffd94d56d1cebcadf', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048514d183b8ffd94d56d1cebcadf', 'width': 64}]"
The Freewheelin' Bob Dylan,0.5540769230769231,0.2290230769230769,-17.246076923076924,0.0495076923076923,0.8163846153846154,0.0009531469230769,0.1516307692307692,0.5924615384615385,119.68453846153844,1,2,4,The Freewheelin' Bob Dylan,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737d214af8499aa95ad220f573', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027d214af8499aa95ad220f573', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517d214af8499aa95ad220f573', 'width': 64}]"
The Real Royal Albert Hall 1966 Concert (Live),0.3573333333333333,0.6430666666666667,-10.432466666666668,0.10344,0.42988,0.0004886406666666,0.66572,0.3646666666666666,136.01893333333334,1,2,4,The Real Royal Albert Hall 1966 Concert (Live),"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e2924c262e042aa0657efb61', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e2924c262e042aa0657efb61', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e2924c262e042aa0657efb61', 'width': 64}]"
The Rolling Thunder Revue: The 1975 Live Recordings (Sampler),0.4852999999999999,0.5656399999999999,-12.5513,0.07224,0.4131999999999999,1.601e-05,0.7633,0.7147,132.7235,1,0,4,The Rolling Thunder Revue: The 1975 Live Recordings (Sampler),"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ff01644ae27495ac9f2dfccc', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ff01644ae27495ac9f2dfccc', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ff01644ae27495ac9f2dfccc', 'width': 64}]"
The Times They Are A-Changin',0.5412,0.2227999999999999,-13.4616,0.03682,0.8657999999999999,0.000806881,0.14974,0.4165999999999999,113.0743,1,0,4,The Times They Are A-Changin',"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2733b812eed53f0d7e134fe446e', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e023b812eed53f0d7e134fe446e', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048513b812eed53f0d7e134fe446e', 'width': 64}]"
The Witmark Demos: 1962-1964 (The Bootleg Series Vol. 9),0.5582765957446809,0.1972234042553191,-15.747872340425532,0.0463446808510638,0.8968510638297873,0.0822789829787234,0.1559978723404255,0.5374468085106383,118.70972340425531,1,2,4,The Witmark Demos: 1962-1964 (The Bootleg Series Vol. 9),"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738d9a9f36c321909601535422', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028d9a9f36c321909601535422', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518d9a9f36c321909601535422', 'width': 64}]"
Time Out Of Mind,0.4823636363636364,0.4715454545454545,-13.121999999999998,0.0418454545454545,0.4872727272727273,0.0123146045454545,0.1401363636363636,0.4354545454545455,115.4031818181818,1,1,4,Time Out Of Mind,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273fa4240ed863bbd8bec6e9c34', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02fa4240ed863bbd8bec6e9c34', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851fa4240ed863bbd8bec6e9c34', 'width': 64}]"
Together Through Life,0.6003999999999999,0.5882,-7.820399999999999,0.0343099999999999,0.2753,0.000375744,0.26792,0.6342000000000001,110.6537,1,9,4,Together Through Life,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739c239fa8f7d68820aff40309', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e029c239fa8f7d68820aff40309', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048519c239fa8f7d68820aff40309', 'width': 64}]"
"Travelin' Thru, 1967 - 1969: The Bootleg Series, Vol. 15 (Sampler)",0.5860666666666667,0.4408533333333333,-13.766,0.0438866666666666,0.5807333333333333,0.0071209313333333,0.1261866666666666,0.7243333333333334,126.06966666666668,1,9,4,"Travelin' Thru, 1967 - 1969: The Bootleg Series, Vol. 15 (Sampler)","[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e13ae64046e6493080ef9738', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e13ae64046e6493080ef9738', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e13ae64046e6493080ef9738', 'width': 64}]"
Triplicate,0.4239,0.2447,-12.099133333333333,0.0318833333333333,0.9066333333333334,0.0026067963333333,0.11355,0.2246,115.59933333333332,1,1,4,Triplicate,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b022dcb9f6e5911182135742', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b022dcb9f6e5911182135742', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b022dcb9f6e5911182135742', 'width': 64}]"
"Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)",0.53692,0.534878,-13.41,0.05043,0.3958508,0.0004668106,0.5563199999999999,0.59088,125.76324,1,2,4,"Trouble No More: The Bootleg Series, Vol. 13 / 1979-1981 (Deluxe Edition)","[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27385443ed2ee74c2ed3b52571d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0285443ed2ee74c2ed3b52571d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485185443ed2ee74c2ed3b52571d', 'width': 64}]"
Under The Red Sky,0.6138,0.6857,-10.5247,0.04128,0.3599,0.00491546,0.14962,0.665,118.6587,1,3,4,Under The Red Sky,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736af10c3ceb263d3a0e4504cc', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026af10c3ceb263d3a0e4504cc', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516af10c3ceb263d3a0e4504cc', 'width': 64}]"
World Gone Wrong,0.4962,0.2653,-13.8094,0.03327,0.8252,0.006082008,0.12689,0.4051999999999999,119.8589,1,2,4,World Gone Wrong,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739f4078d50693fb1fd6506a45', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e029f4078d50693fb1fd6506a45', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048519f4078d50693fb1fd6506a45', 'width': 64}]"
